OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,spendMoreTimeDestinationKentState,favoritePartDestinationKentState,expectedAsAKentStateStudent,anyAdditionalComments
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'walk', 'downtown', 'explore', 'campus']","['kent', 'state', 'student', 'think', 'expect', 'try', 'hard', 'responsible', 'respectful', 'find', 'purpose', 'make', 'connection', 'try', 'new', 'thing', 'get', 'involve', 'make', 'next', 'four', 'year', 'good']",['nan']
,,,,,,
,,,,,,
['nan'],['nan'],"['speaker', 'health', 'human', 'service', 'good', 'deliver', 'message']",['nan'],"['really', 'enjoy', 'resource', 'fair', 'even', 'activity', 'back', 'resource', 'fair', 'nice', 'get', 'meet', 'people', 'organization', 'interest', 'like', 'even', 'activity', 'time', 'chill', 'really', 'get', 'know', 'people']","['believe', 'expect', 'succeed', 'academically', 'also', 'connect', 'peer', 'grow', 'good', 'person', 'equip', 'purpose', 'life']","['one', 'thing', 'change', 'say', 'pack', 'list', 'bring', 'blanket', 'bed', 'bring', 'borrow', 'ra', 'one', 'thing', 'first', 'day', 'long', 'overwhelm', 'think', 'might', 'good', 'way']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['upstanding', 'student', 'citizen', 'outside', 'classroom']",['nan']
"['think', 'maybe', 'allow', 'use', 'calculator', 'one', 'high', 'school']","['service', 'slow', 'take', 'long']",['nan'],"['navigate', 'around']","['enjoy', 'felt', 'like', 'whenever', 'talk', 'u', 'interest']","['always', 'best', 'show', 'class']",['nan']
['nan'],['nan'],"['lot', 'sit', 'around', 'wish', 'would', 'like', 'table', 'sit', 'instead', 'chair', 'would', 'also', 'helpful', 'parent', 'take', 'note']",['nan'],"['favorite', 'part', 'schedule', 'get', 'explore', 'campus']","['exceed', 'believe', 'achieve']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['succeed'],['nan']
['nan'],"['sure', 'advisor', 'meet', 'actually', 'advisor', 'school', 'start', 'step', 'random', 'advisor', 'office']",['nan'],['nan'],"['walk', 'around', 'campus', 'city', 'get', 'know', 'way', 'around']","['high', 'level', 'conduct']",['nan']
['nan'],['nan'],['nan'],['nan'],"['around', 'wonderful', 'personality', 'honest', 'joy', 'around', 'entire', 'time', 'without', 'whole', 'experience', 'would', 'completely', 'different', 'would', 'fun', 'part']","['focus', 'academic', 'achieve', 'high', 'also', 'get', 'involve', 'leave', 'mark', 'kent', 'state', 'community']",['nan']
[],"['enjoy', 'help', 'professionalism', 'advisor', 'talk']",['nan'],"['campus', 'layout']","['flash', 'guide', 'expose', 'u', 'people', 'around', 'u']","['actively', 'engage', 'world', 'around', 'become', 'part', 'school', 'whole']","['overall', 'really', 'enjoy', 'stay']"
['nan'],['nan'],['nan'],"['book', 'necessary', 'class', 'schedule', 'course']","['truly', 'like', 'walk', 'around', 'away', 'flash', 'guide', 'parent', 'enjoy', 'freedom']","['discover', 'person', 'grow', 'positively']","['excite', 'come', 'kent', 'state', 'even', 'though', 'find', 'friend', 'discourage', 'people', 'go', 'school', 'bind', 'make', 'friend']"
['nan'],['nan'],['nan'],['nan'],"['register', 'class']","['good', 'student']",['nan']
['nan'],['nan'],['nan'],"['think', 'big', 'tour', 'may', 'help', 'like', 'build', 'really', 'help']","['advisor', 'meet']","['constantly', 'push', 'get', 'involve', 'also', 'fun', 'experience']",['nan']
['nan'],"['kind', 'overwhelm', 'somewhat', 'unclear', 'core', 'elective', 'really', 'understand', 'meet', 'advisor']",['overwhelm'],"['get', 'book']","['walk', 'downtown', 'meet', 'really', 'nice', 'people']","['succeed', 'class', 'find', 'something', 'love']",['nan']
['nan'],"['nice', 'know']",['na'],[],['food'],"['try', 'hard', 'connect', 'people']",['love']
,,,,,,
"['take', 'school']","['take', 'long', 'time']",['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['succeed'],['nan']
"['take', 'serious']",['nan'],['nan'],['nan'],['nan'],[],['nan']
['nan'],['nan'],['nan'],['nan'],"['favorite', 'part', 'destination', 'kent', 'state', 'program', 'listen', 'story', 'advice', 'presentation', 'meet', 'academic', 'advisor', 'schedule', 'class', 'advisor', 'meet', 'informative', 'helpful']","['student', 'kent', 'state', 'expect', 'passion', 'major', 'passion', 'learn', 'strive', 'academic', 'success']",['nan']
['nan'],"['advisor', 'kind', 'listen', 'every', 'question', 'explain', 'everything', 'understand', 'compassionate', 'way']",['nan'],['nan'],"['favorite', 'part', 'able', 'look', 'mock', 'dorm', 'room', 'lunch', 'make', 'feel', 'much', 'relax', 'go', 'one', 'pick', 'order', 'future', 'roommate']","['get', 'degree', 'successful']",['nan']
['nan'],"['would', 'beneficial', 'converse', 'parent', 'class', 'sign', 'however', 'understand', 'idea', 'student', 'figure', 'class', 'take']",['nan'],['nan'],"['like', 'meet', 'new', 'people', 'fun', 'social', 'meet', 'second', 'day']","['discover', 'new', 'opportunity', 'maintain', 'relationship', 'well', 'get', 'involve', 'stay', 'diligent', 'study']",['nan']
[],['nan'],['nan'],"['find', 'way', 'around', 'campus']","['tour', 'downtown']","['success', 'acceptance', 'confidence']",['nan']
"['hate', 'judge', 'assessment', 'high', 'school', 'grade', 'prove', 'worth']",['nan'],"['bore', 'speech']",['nan'],['food'],"['successful', 'happy']",['nan']
['nan'],"['take', 'long', 'time', 'communication', 'two', 'school', 'major', 'poor']",['nan'],['nan'],"['like', 'flash', 'guide']","['get', 'good', 'grade', 'get', 'involve']",['nan']
"['love', 'meet', 'many', 'new', 'people', 'love', 'program', 'organize']",['nan'],['nan'],['nan'],"['love', 'get', 'know']","['stay', 'top', 'grade', 'get', 'involve']",['nan']
"['foreign', 'language', 'placement', 'test', 'work', 'well', 'end', 'need', 'alternate', 'link', 'know', 'problem', 'well']",['nan'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['achieve', 'greatness', 'class', 'well', 'get', 'involve', 'campus', 'stay', 'connect']","['really', 'enjoy']"
"['felt', 'like', 'talk', 'forever', 'also', 'know', 'would', 'take', 'lot', 'plan', 'think', 'day', 'show', 'theme', 'like', 'day', 'could', 'college', 'ur', 'meet', 'one', 'major', 'connect', 'anyone', 'really']","['speak', 'actual', 'adviser', 'speak', 'guy', 'look', 'new', 'college', 'art', 'science', 'like', 'full', 'advisor', 'really', 'care', 'say', 'know', 'cover', 'question', 'talk', 'fast', 'information', 'tell', 'go', 'one', 'ear', 'right']",['nan'],"['thing', 'want', 'know', 'build', 'go', 'build', 'build']","['flash', 'guide', 'dance', 'stage', 'play', 'say']","['think', 'expect', 'well', 'class', 'work', 'really', 'hard', 'freshman', 'make', 'new', 'friend']",['nan']
"['long', 'time', 'consume', 'know', 'necessary']",['nan'],['nan'],"['cover', 'everything', 'pour', 'information']",[],['find'],['nan']
"['make', 'sure', 'placement', 'assessment', 'use', 'automatically', 'good', 'password', 'security']",['nan'],['nan'],['nan'],['nan'],['best'],"['feel', 'learn', 'relatable', 'old', 'person', 'stand', 'high', 'tell', 'u', 'thing', 'way', 'even', 'though', 'give', 'message', 'essentially']"
['nan'],['nan'],['nan'],['nan'],['nan'],['excel'],['nan']
[],"['amaze', 'time', 'meet', 'advisor', 'wish', 'wait', 'time', 'take', 'little', 'time']",[],"['experience', 'flash', 'guide', 'nice', 'know', 'student', 'perspective', 'lot', 'topic']","['love', 'get', 'go', 'downtown', 'new', 'friend', 'make', 'social', 'afterwards', 'get', 'get', 'close', 'new', 'friend', 'thing', 'comfort', 'zone']","['dedicate', 'student', 'ready', 'find', 'purpose', 'stay', 'top', 'work', 'also', 'involve']","['amaze', 'time', 'program', 'even', 'good', 'expect']"
['nan'],['nan'],['nan'],['nan'],['nan'],['accept'],['nan']
['nan'],['nan'],['nan'],"['get', 'supply']",['sleep'],['succeed'],['nan']
[],['nan'],['nan'],"['learn', 'get', 'around', 'campus']","['create', 'schedule']","['succeed', 'look', 'back', 'college', 'think', 'good', 'experience']","['think', 'orientation', 'drag', 'need', 'day', 'listen', 'police', 'official', 'important', 'listen', 'person', 'person', 'talk', 'bore']"
,,,,,,
['nan'],['nan'],['nan'],"['maybe', 'add', 'campus', 'tour', 'like', 'overview', 'important', 'thing']","['meet', 'new', 'friend', 'also', 'food', 'great']","['work', 'best', 'ability', 'find', 'school', 'pride']",['nan']
['nan'],['nan'],['nan'],"['ice', 'breaker', 'among', 'income', 'student']","['meet', 'advisor', 'already', 'know', 'need']","['positively', 'make', 'mark', 'school', 'find', 'mean']",['nan']
['nan'],['nan'],[],"['area', 'college', 'like', 'college', 'nurse', 'business']","['flash', 'guide', 'laura']","['try', 'hard', 'represent', 'school', 'respectful', 'way']",['nan']
['nan'],['nan'],['nan'],"['think', 'time', 'hear', 'personal', 'experience', 'story', 'program']","['favorite', 'part', 'experience', 'able', 'interact', 'incoming', 'student', 'make', 'new', 'friend']","['believe', 'expect', 'work', 'hard', 'open', 'around']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],['graduate'],['nan']
"['placement', 'assessment', 'freeze', 'quit', 'middle', 'take', 'sure', 'whether', 'tell']",['nan'],['nan'],['nan'],['nan'],['successful'],['nan']
['nan'],['nan'],['nan'],"['think', 'sort', 'ice', 'breaker', 'time', 'socialize', 'begin', 'make', 'friend', 'early', 'day']","['super', 'nice', 'extremely', 'helpful', 'make', 'want', 'apply', 'become', 'future', 'also', 'really', 'like', 'meet', 'new', 'friend']","['find', 'purpose', 'stay', 'track', 'graduation']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['learn', 'live', 'self']",['nan']
,,,,,,
,,,,,,
['nan'],['nan'],['nan'],['nan'],"['ask', 'answer', 'ton', 'question', 'really', 'help']","['get', 'involve']",['nan']
,,,,,,
['nan'],['nan'],['nan'],[],"['schedule', 'class']","['absolute', 'best']",['nan']
"['think', 'little', 'difficult', 'take', 'month', 'leave', 'review', 'math']",['nan'],['nan'],['nan'],['nan'],"['prepare', 'class']",['nan']
,,,,,,
['study'],"['nice', 'helpful']","['wait', 'start']","['nope', 'love']","['love', 'everything', 'first', 'like', 'hen', 'meet', 'people', 'like']","['turn', 'school', 'work', 'time', 'bring', 'affricate']",['nan']
['nan'],['nan'],"['talk', 'student', 'meal', 'plan', 'difference', 'plan', 'flash', 'cash']","['food', 'plan']","['free', 'tee', 'shirt']","['get', 'involve', 'good', 'influence', 'part', 'flash', 'family']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['believe', 'kent', 'state', 'student', 'expect', 'honorable', 'lady', 'take', 'pride', 'school']",['nan']
,,,,,,
[],['nan'],['nan'],['nan'],['nan'],"['expect', 'respectful']",['nan']
[],"['experience', 'awesome', 'advisor', 'answer', 'question']","['wish', 'time', 'list', 'class', 'session', 'fill', 'class', 'want', 'take']","['entail', 'flash', 'card', 'pay', 'everything']","['love', 'able', 'stay', 'dorm', 'roommate', 'see', 'college', 'life', 'would', 'like']","['get', 'involve', 'fun', 'good', 'academic', 'success']","['thing', 'information', 'send', 'prior', 'like', 'need', 'pillow', 'blanket', 'widely', 'notice']"
['nan'],['nan'],['nan'],['nan'],"['learn', 'kent', 'state', 'get', 'advice']","['successfully', 'earn', 'degree', 'field', 'get', 'involve', 'school', 'activity', 'good', 'time']",['nan']
['nan'],"['advise', 'extremely', 'helpful', 'personalize', 'make', 'feel', 'even', 'like', 'true', 'student', 'make', 'even', 'excite', 'attend', 'fall', 'happy', 'go']",['nan'],['nan'],"['really', 'enjoy', 'able', 'campus', 'large', 'group', 'current', 'student', 'extremely', 'happy', 'answer', 'question', 'concern', 'help', 'ease', 'nerve', 'begin', 'new', 'far', 'big', 'school', 'extremely', 'helpful', 'give', 'fantastic', 'advice', 'start', 'fresh', 'even', 'little', 'fun', 'thing', 'like', 'best', 'food', 'campus', 'know', 'food', 'truck', 'really', 'enjoy', 'advise', 'really', 'helpful', 'adviser', 'listen', 'know', 'map', 'future', 'way', 'without', 'overwhelm', 'able', 'ease', 'lot', 'nerve', 'begin', 'kent', 'state', 'follow', 'schedule', 'excitement', 'true', 'student', 'build', 'wait', 'begin', 'class']","['open', 'opportunity', 'achieve', 'academically', 'well', 'round', 'student', 'involve', 'academically', 'club', 'part', 'community', 'rather', 'someone', 'attend', 'college']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['successful', 'individual', 'inside', 'outside', 'classroom']",['nan']
"['foreign', 'language', 'placement', 'assessment', 'function', 'poorly', 'hardly', 'work', 'technically']",['nan'],['nan'],"['meet', 'communicate', 'peer', 'give', 'priority']","['incredibly', 'helpful', 'friendly', 'approachable', 'perfect', 'model', 'student']","['pride', 'ambition', 'confidence', 'continue', 'academic', 'career']",['nan']
"['use', 'total', 'pain', 'use']","['excellent', 'despite', 'difficult', 'situation', 'fail', 'transfer', 'credit', 'try', 'register', 'class', 'officially', 'prerequisite']",['nan'],['nan'],['nan'],"['obey', 'rule', 'receive', 'grade']",['nan']
['nan'],"['make', 'schedule', 'split', 'individual', 'college', 'first', 'day', 'felt', 'much', 'guidance']",['nan'],"['information', 'individual', 'college']","['like', 'go', 'downtown', 'sleep', 'residence', 'hall', 'make', 'feel', 'like', 'actual', 'student']","['believe', 'expect', 'get', 'involve', 'school']","['feel', 'program', 'overall', 'good', 'idea', 'long', 'lot', 'information', 'already', 'talk', 'mail', 'pamphlet', 'tour', 'like', 'residence', 'hall', 'aspect', 'take', 'feel', 'first', 'day', 'start', 'early', 'lot', 'enthusiastic', 'program', 'also', 'feel', 'time', 'student', 'get', 'know', 'one', 'another']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['best', 'successful', 'nurse', 'future']",['nan']
"['make', 'easy', 'use', 'calculator']","['gabby', 'amaze', 'take', 'extra', 'time', 'effort', 'calm', 'worry', 'get', 'excite', 'fall']",['nan'],"['get', 'around', 'campus']",['student'],"['get', 'best', 'grade', 'also', 'enjoy']",['nan']
"['pretty', 'straight', 'forward']",['nan'],['nan'],"['different', 'college', 'around', 'campus']","['favorite', 'part', 'social', 'aspect', 'meet', 'new', 'friend', 'peer']","['go', 'class']","['felt', 'need', 'two', 'day', 'day', 'half', 'know', 'information']"
,,,,,,
"['comprehensive', 'wish', 'math', 'do', 'four', 'year', 'especially', 'junior', 'year', 'forget', 'lot']",['nan'],['nan'],"['consequence', 'disobey', 'rule']","['meet', 'new', 'friend', 'meet', 'flash', 'guide', 'part', 'college']","['great', 'work', 'ethic', 'success', 'fun', 'everything', 'expect', 'student']",['nan']
['nan'],['nan'],['nan'],[],"['favorite', 'part', 'program', 'get', 'know', 'people', 'share', 'interest', 'experience', 'meet', 'academic', 'advisor', 'soon', 'tell', 'interest', 'connect', 'instantly']","['believe', 'get', 'involve', 'one', 'key', 'successful', 'one', 'important', 'reason', 'expect']",['nan']
['nan'],['nan'],['nan'],"['tour', 'campus', 'show', 'everything', 'really', 'know', 'student', 'center', 'library', 'location']","['favorite', 'part', 'meet', 'incoming', 'student', 'get', 'know', 'people', 'college', 'part', 'even', 'college', 'completely', 'different', 'connect', 'university']","['maintain', 'grade', 'connect', 'professor', 'meet', 'new', 'people', 'create', 'achieve', 'goal', 'learn']",['nan']
"['foreign', 'language', 'placement', 'test', 'freeze', 'try', 'take', 'try', 'take', 'grandma', 'still', 'freeze']",['nan'],['nan'],['nan'],"['favorite', 'part', 'get', 'meet', 'future', 'classmate', 'honest', 'u', 'college']","['believe', 'expect', 'find', 'person', 'well', 'school']",['nan']
,,,,,,
,,,,,,
['nan'],['helpful'],['nan'],['nan'],['nan'],['nan'],['nan']
['nan'],['nan'],['nan'],"['already', 'overwhelm']","['schedule', 'enjoy', 'know', 'ill', 'class', 'ill']","['success', 'prepare', 'career', 'do']","['try', 'fit', 'much', 'little', 'time', 'go', 'fun', 'event', 'end', 'first', 'day', 'tire', 'everything', 'do', 'day', 'feel', 'long', 'program', 'expect', 'absorb', 'much', 'information', 'short', 'time', 'feel', 'know', 'ak', 'back', 'home']"
['nan'],['nan'],['nan'],['nan'],['nan'],"['find', 'purpose', 'successful']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['involve', 'put']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['hard', 'work', 'dedication', 'field', 'study']",['nan']
,,,,,,
"['would', 'say', 'need', 'specify', 'course', 'work', 'available', 'post', 'test', 'improve', 'score', 'way', 'accurate', 'reflection', 'student', 'knowledge', 'student', 'likely', 'wait', 'last', 'minute']",['nan'],['nan'],['nan'],"['every', 'part', 'experience', 'find', 'informative', 'necessary', 'would', 'hard', 'pick', 'favorite', 'plethora', 'activity', 'take', 'place', 'one', 'thing', 'stick', 'story', 'relax', 'yet', 'still', 'useful']","['believe', 'expect', 'try', 'best', 'best', 'academically', 'respectful', 'student', 'staff', 'body', 'school', 'involve', 'activity', 'academic', 'overall', 'think', 'expect', 'find', 'life', 'path', 'satisfy', 'help', 'help', 'world', 'community']",['nan']
['nan'],['nan'],['nan'],['nan'],['nan'],"['believe', 'academic', 'excellence', 'highly', 'expect', 'every', 'student', 'kent', 'state']",['nan']
,,,,,,
"['maybe', 'write', 'form', 'test', 'take', 'campus', 'something', 'one', 'bite', 'challenge', 'draw', 'graph', 'thing', 'nature']","['adviser', 'great', 'answer', 'need', 'answer', 'set', 'goal', 'help', 'gain', 'good', 'college', 'experience']",['nan'],"['navigate', 'school', 'find', 'class']","['love', 'first', 'class', 'presenter', 'go', 'power', 'point', 'u', 'believe', 'teach', 'human', 'sexuality', 'phenomenal']","['successful', 'make', 'experience', 'positive', 'one']","['would', 'wish', 'commuter', 'student', 'would', 'time', 'bond', 'form', 'relationship', 'also', 'wish', 'commuter', 'student', 'could', 'go', 'home', 'come', 'back', 'rather', 'stay', 'campus', 'really', 'get', 'feel']"
